Z_init,M_init,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au
12,20,0.355073000125515,0.300192590058197,0.5122514898381415,-0.0488001266275065,0.3428522570291745,0.5724573148705395,0.244781661334451,0.1459470219317415,0.382297774578048,0.1816087920659995,0.4623058807157051,0.1254229795132578,0.4250726336815965,0.2722838407330909,0.5089463076572327,-0.0266529427655842,0.0801665962328123,0.0524808876953194,0.1111414250577737,-0.0136855553146547,0.130568473608224,0.1956344520520861,0.1695426662485347,0.2394741440888202,-0.0783205122324711,-0.0258542313676204,-0.132916851274142,-0.1448104709183218,-0.2126298926201601,-0.2042592420162382,-0.2476069163319363,-0.19926551270273,-0.2461356265921054,-0.2518436254943455,-0.2800516485992624,-0.2865982115578564,-0.3012384714701413,-0.2947248173803446,-0.3161514001501675,-0.3045916414637898,-0.3185821976409338,-0.2984163350576229,-0.3079252250665001,-0.2953333113989637,-0.3060760327203409,-0.3094279772905964,-0.3281428069351891,-0.3032209440874201,-0.3029889032987807,-0.2735541705595046,-0.28493853580006,-0.2938296424439495,-0.3075371127967656,-0.3009049546527255,-0.3132819082622969,-0.3315935040295627,-0.3092327017376914,-0.3228640372267148,-0.3096256367452878,-0.3216249980819809,-0.302564148362292,-0.3087459173765645,-0.2958060305246491,-0.311548103972583,-0.2932284059566025,-0.2957309787990921,-0.291216678239921,-0.3206982190627749,-0.3179379519427113,-0.321761242404311,-0.2873414542723423,-0.2415071328391264
16,20,0.4618590829077995,1.0366111485184528,0.6026074095424825,0.3791354363901587,0.5214740181656444,0.8321870343145384,0.5332483120020097,0.557141995697607,0.7884247169962136,1.155280128362011,0.846282915230676,1.157981336570321,0.8532903250428386,1.226701544922461,0.653910297770768,1.27786082536445,0.6091963366374316,0.6321027771214067,0.5116216656860826,0.5066487527197852,0.5042224054379864,0.7052115732977877,0.6005079570252394,0.8133624590170875,0.6234802282835488,0.8266528440436174,0.7649301171917778,0.8541610646567191,0.8016808880037507,0.6485286297051356,0.8439010557053569,0.7847974925856435,0.6775919205079716,0.5826120342844086,0.7177687458080114,0.4827024179757613,0.480836567604695,0.4738844068165456,0.4655092768366464,0.4764051177145468,0.4656387218951623,0.4805558502565128,0.468337544219232,0.4822118602750569,0.4693143203162093,0.4717536697620675,0.4602144805647969,0.4768025525197819,0.4735896757110225,0.4882299678578516,0.4789059136906018,0.4826829355594257,0.4773928064097444,0.495496200762109,0.5424554301404021,0.4558879334393079,0.4746312709362161,0.4743960354272638,0.4917171090435779,0.4917742953058842,0.5061960073859803,0.5846222705876538,0.50763385547301,0.5196541241304357,0.4903572520237202,0.498828658741375,0.4794261647404453,0.4627743951067061,0.4684064542905969,0.4630500796395191,0.5164022710710665,0.5007066802693421
