1.0 0.0001 0.72 g 1 5.8190168e-09
1.0 0.0001 0.72 n 1 -3.253815e-42
1.0 0.0001 0.72 p 1 -0.0056426227
1.0 0.0001 0.72 d 2 1.2029389e-18
1.0 0.0001 0.72 he3 3 7.3368217e-05
1.0 0.0001 0.72 he4 4 0.0053025037
1.0 0.0001 0.72 li7 7 -4.0133386e-10
1.0 0.0001 0.72 be7 7 4.8812399e-12
1.0 0.0001 0.72 b8 8 3.384325e-27
1.0 0.0001 0.72 c12 12 0.00025033855
1.0 0.0001 0.72 c13 13 1.9700323e-07
1.0 0.0001 0.72 c14 14 -1.6877937e-11
1.0 0.0001 0.72 n13 13 0.0
1.0 0.0001 0.72 n14 14 4.0191212e-06
1.0 0.0001 0.72 n15 15 2.7312108e-10
1.0 0.0001 0.72 o14 14 0.0
1.0 0.0001 0.72 o15 15 0.0
1.0 0.0001 0.72 o16 16 1.1374957e-05
1.0 0.0001 0.72 o17 17 7.2523612e-08
1.0 0.0001 0.72 o18 18 -4.2593982e-09
1.0 0.0001 0.72 o19 19 0.0
1.0 0.0001 0.72 f17 17 0.0
1.0 0.0001 0.72 f18 18 0.0
1.0 0.0001 0.72 f19 19 5.2945182e-09
1.0 0.0001 0.72 f20 20 0.0
1.0 0.0001 0.72 ne19 19 0.0
1.0 0.0001 0.72 ne20 20 1.8451033e-07
1.0 0.0001 0.72 ne21 21 2.4603274e-08
1.0 0.0001 0.72 ne22 22 1.1070939e-06
1.0 0.0001 0.72 ne23 23 0.0
1.0 0.0001 0.72 na21 21 0.0
1.0 0.0001 0.72 na22 22 1.4535642e-24
1.0 0.0001 0.72 na23 23 3.1468911e-08
1.0 0.0001 0.72 na24 24 0.0
1.0 0.0001 0.72 mg23 23 0.0
1.0 0.0001 0.72 mg24 24 8.2501401e-09
1.0 0.0001 0.72 mg25 25 1.9257698e-09
1.0 0.0001 0.72 mg26 26 1.0841838e-08
1.0 0.0001 0.72 mg27 27 0.0
1.0 0.0001 0.72 al25 25 0.0
1.0 0.0001 0.72 al-6 26 1.2656813e-10
1.0 0.0001 0.72 al*6 26 0.0
1.0 0.0001 0.72 al27 27 3.2148861e-09
1.0 0.0001 0.72 al28 28 0.0
1.0 0.0001 0.72 si27 27 0.0
1.0 0.0001 0.72 si28 28 5.6614908e-09
1.0 0.0001 0.72 si29 29 5.1394622e-10
1.0 0.0001 0.72 si30 30 1.7805739e-09
1.0 0.0001 0.72 si31 31 0.0
1.0 0.0001 0.72 si32 32 5.740049000000001e-16
1.0 0.0001 0.72 si33 33 0.0
1.0 0.0001 0.72 p29 29 0.0
1.0 0.0001 0.72 p30 30 0.0
1.0 0.0001 0.72 p31 31 2.4702835e-09
1.0 0.0001 0.72 p32 32 1.4653249e-19
1.0 0.0001 0.72 p33 33 0.0
1.0 0.0001 0.72 p34 34 0.0
1.0 0.0001 0.72 s32 32 -4.8612492e-10
1.0 0.0001 0.72 s33 33 1.1417978e-11
1.0 0.0001 0.72 s34 34 9.5042196e-11
1.0 0.0001 0.72 s35 35 1.8549981e-10
1.0 0.0001 0.72 fe54 54 -3.7217518e-10
1.0 0.0001 0.72 fe55 55 1.2895956e-12
1.0 0.0001 0.72 fe56 56 -5.5406417e-09
1.0 0.0001 0.72 fe57 57 -2.5224267e-12
1.0 0.0001 0.72 fe58 58 6.2737904e-10
1.0 0.0001 0.72 fe59 59 0.0
1.0 0.0001 0.72 fe60 60 8.4110517e-11
1.0 0.0001 0.72 fe61 61 0.0
1.0 0.0001 0.72 co59 59 1.8350832e-10
1.0 0.0001 0.72 co60 60 2.9558207000000003e-16
1.0 0.0001 0.72 co61 61 0.0
1.0 0.0001 0.72 ni58 58 -2.5887203e-10
1.0 0.0001 0.72 ni59 59 -4.599462e-16
1.0 0.0001 0.72 ni60 60 1.0275514e-10
1.0 0.0001 0.72 ni61 61 7.9472349e-09
1.0 0.0001 0.72 ni62 62 -2.2508742e-09
1.25 0.0001 0.668 g 1 4.8815485e-09
1.25 0.0001 0.668 n 1 0.0
1.25 0.0001 0.668 p 1 -0.029883474
1.25 0.0001 0.668 d 2 2.7917968e-18
