# Cinquegrana, Heger & Karakas 2025
M      10.5   10.8   11.0   11.3   11.5   11.8   12.0   12.3   12.5   12.8   13.0   13.3   13.5   13.8   14.0   14.3   14.5   14.8   15.0   15.3   15.5   15.8   16.0   16.3   16.5   16.8   17.0   17.3   17.5   17.8   18.0   18.3   18.5   18.8   19.0   19.3   19.5   19.8   20.0
E      1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0
Mrem   1.582   1.534   1.552   1.632   1.654   1.544   1.575   1.634   12.417   1.695   12.906   1.462   1.471   1.519   1.561   1.581   1.622   14.620   14.868   1.495   1.528   1.678   1.504   1.755   1.702   1.615   1.580   17.067   17.310   17.558   17.795   18.030   18.269   18.497   18.697   19.010   19.230   19.481   19.727
H1    6.421905e+00   6.529814e+00   6.661867e+00   6.827840e+00   6.955620e+00   7.081481e+00   7.265392e+00   7.415777e+00   6.265878e-02   7.646473e+00   7.020811e-02   7.624725e+00   7.733135e+00   7.863992e+00   7.992597e+00   8.122097e+00   8.269270e+00   9.736494e-02   9.882625e-02   8.331228e+00   8.439875e+00   8.703219e+00   8.281233e+00   8.822605e+00   8.964684e+00   8.923216e+00   8.600778e+00   1.374138e-01   1.425929e-01   1.442082e-01   1.536387e-01   1.654683e-01   1.731928e-01   1.900895e-01   2.270515e-01   1.803572e-01   2.029059e-01   2.021354e-01   2.051582e-01
H2    4.443490e-08   4.670083e-08   4.848633e-08   4.997543e-08   5.172910e-08   5.458413e-08   5.577195e-08   5.857452e-08   4.067906e-08   6.083211e-08   4.311830e-08   6.407470e-08   6.576465e-08   6.595978e-08   6.598617e-08   6.759163e-08   6.971153e-08   5.180440e-08   5.309221e-08   7.150579e-08   7.344127e-08   7.587621e-08   7.867099e-08   7.813340e-08   8.002825e-08   8.300933e-08   8.581186e-08   6.509985e-08   6.643962e-08   6.768334e-08   6.912505e-08   7.047800e-08   7.192994e-08   7.346082e-08   7.480192e-08   7.626372e-08   7.773553e-08   7.914877e-08   8.072381e-08
He3   3.469290e-04   3.484919e-04   3.518399e-04   3.569246e-04   3.603154e-04   3.639938e-04   3.703595e-04   3.751434e-04   6.289634e-06   3.809915e-04   7.068001e-06   3.743376e-04   3.770912e-04   3.815517e-04   3.850562e-04   3.891793e-04   3.941974e-04   9.900815e-06   1.006309e-05   3.908700e-04   3.938222e-04   4.043466e-04   3.830819e-04   4.066211e-04   4.112778e-04   4.077129e-04   3.926917e-04   1.414652e-05   1.468802e-05   1.488887e-05   1.586454e-05   1.710329e-05   1.789988e-05   1.964657e-05   2.329552e-05   1.870228e-05   2.100941e-05   2.098003e-05   2.129098e-05
He4   2.444863e+00   2.576533e+00   2.660001e+00   2.715624e+00   2.805945e+00   2.949117e+00   3.033926e+00   3.105259e+00   2.075541e-02   3.264509e+00   2.326282e-02   3.870514e+00   3.973894e+00   4.051647e+00   4.136275e+00   4.231056e+00   4.301344e+00   3.226138e-02   3.274576e-02   4.785075e+00   4.867612e+00   4.879104e+00   4.913771e+00   5.012667e+00   5.219945e+00   5.383966e+00   5.272941e+00   4.549225e-02   4.721537e-02   4.771077e-02   5.083268e-02   5.475110e-02   5.732165e-02   6.292311e-02   7.519664e-02   5.962667e-02   6.713312e-02   6.682783e-02   6.783110e-02
Li6   1.658288e-12   1.718187e-12   1.769129e-12   1.828909e-12   1.884762e-12   1.856084e-12   2.060336e-12   1.941499e-12   1.455466e-12   2.159120e-12   1.504586e-12   1.932825e-12   1.975459e-12   2.027970e-12   2.197441e-12   2.237931e-12   2.531889e-12   1.669412e-12   1.692353e-12   2.115584e-12   2.174176e-12   2.300384e-12   2.057898e-12   2.397049e-12   2.398973e-12   2.293664e-12   2.177612e-12   1.896672e-12   1.916364e-12   1.942481e-12   1.962657e-12   1.981048e-12   2.001981e-12   2.026495e-12   2.046516e-12   2.071046e-12   2.093140e-12   2.110591e-12   2.133971e-12
Li7   2.245696e-08   3.385565e-08   3.833389e-08   3.540371e-08   3.928344e-08   5.427171e-08   5.119443e-08   5.345055e-08   2.339188e-10   5.299569e-08   2.538007e-10   9.160130e-08   9.295335e-08   9.041827e-08   9.179162e-08   8.736816e-08   7.779701e-08   3.062907e-10   3.108098e-10   1.112973e-07   1.141699e-07   1.001680e-07   1.357075e-07   9.989533e-08   1.046235e-07   1.339612e-07   1.545185e-07   3.543678e-10   3.584478e-10   3.626679e-10   3.665034e-10   3.706543e-10   3.740136e-10   3.783923e-10   3.818107e-10   3.857075e-10   3.901392e-10   3.931230e-10   3.973425e-10
Be9   1.781737e-12   1.945559e-12   2.013613e-12   2.022518e-12   2.109990e-12   2.169372e-12   2.381036e-12   2.185697e-12   6.083342e-13   2.382795e-12   6.843286e-13   2.165623e-12   2.211481e-12   2.269793e-12   3.326503e-12   3.373074e-12   4.263359e-12   9.585709e-13   9.772227e-13   2.499577e-12   2.399319e-12   2.603203e-12   2.185344e-12   2.910932e-12   2.764782e-12   2.489732e-12   2.426475e-12   1.349002e-12   1.389243e-12   1.413361e-12   1.484729e-12   1.565958e-12   1.611417e-12   1.695746e-12   1.781357e-12   1.668416e-12   1.780304e-12   1.790459e-12   1.811359e-12
