# Cinquegrana, Heger & Karakas 2025
M      10.5   10.8   11.0   11.3   11.5   11.8   12.0   12.3   12.5   12.8   13.3   13.5   13.8   14.0   14.3   14.5   14.8   15.0   15.3   15.5   15.8   16.0   16.3   16.5   16.8   17.0   17.3   17.5   17.8   18.0   18.3   18.5   18.8   19.0   19.3   19.5   19.8
E      1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0
Mrem   1.518   1.534   1.552   1.632   1.543   11.731   1.630   12.228   12.477   12.726   1.462   1.506   1.533   1.559   1.594   1.596   1.479   14.964   1.545   1.638   1.563   15.958   1.672   1.640   1.644   16.952   17.199   17.447   17.695   17.940   18.193   18.436   18.688   18.936   19.182   19.430   19.676
Ne20  1.734551e-03   2.314451e-03   2.742848e-03   2.667110e-03   3.516330e-03   3.127309e-07   3.401662e-03   3.508298e-07   3.711550e-07   3.921998e-07   4.160243e-03   2.307414e-02   2.402629e-02   6.673255e-03   2.394264e-02   3.008489e-02   5.466803e-02   5.838866e-07   5.034578e-03   1.094533e-02   8.765966e-03   6.794345e-07   1.352268e-02   1.053274e-02   8.902837e-03   7.789399e-07   8.184095e-07   8.615512e-07   8.814252e-07   9.733684e-07   9.236034e-07   1.027006e-06   9.923700e-07   1.038194e-06   1.103463e-06   1.121569e-06   1.187234e-06
Ne21  1.065344e-06   1.244293e-06   1.472962e-06   1.458357e-06   2.044670e-06   7.886124e-10   2.024600e-06   8.845327e-10   9.357289e-10   9.887127e-10   3.399030e-06   1.112976e-05   1.120616e-05   3.427187e-06   1.190856e-05   1.526584e-05   2.777029e-05   1.471866e-09   5.782992e-06   5.913685e-06   7.195499e-06   1.712724e-09   7.645498e-06   7.846688e-06   8.090592e-06   1.963558e-09   2.063054e-09   2.171806e-09   2.221905e-09   2.453676e-09   2.328228e-09   2.588887e-09   2.501576e-09   2.617089e-09   2.781619e-09   2.827262e-09   2.992791e-09
Ne22  8.730290e-06   9.202659e-06   9.827905e-06   9.955243e-06   1.063901e-05   2.452691e-08   1.229939e-05   2.753116e-08   2.913027e-08   3.078830e-08   3.165721e-05   3.685297e-05   3.960231e-05   4.096947e-05   5.072258e-05   5.437359e-05   7.445295e-05   4.587280e-08   7.681430e-05   7.597579e-05   9.090318e-05   5.337960e-08   9.812162e-05   1.064116e-04   1.195475e-04   6.119722e-08   6.429814e-08   6.768756e-08   6.924895e-08   7.647244e-08   7.256267e-08   8.068649e-08   7.796530e-08   8.156544e-08   8.669326e-08   8.811579e-08   9.327473e-08
Na23  1.399914e-05   1.624921e-05   1.977073e-05   1.966068e-05   2.120351e-05   5.161783e-09   2.598144e-05   5.771743e-09   6.101117e-09   6.439247e-09   2.074366e-05   1.366920e-04   1.357764e-04   2.823458e-05   1.211285e-04   1.569421e-04   3.028364e-04   9.546894e-09   1.775816e-05   1.943423e-05   4.918970e-05   1.110903e-08   2.123138e-05   2.088717e-05   4.682436e-05   1.273598e-08   1.338132e-08   1.408671e-08   1.441166e-08   1.591496e-08   1.510129e-08   1.679196e-08   1.622565e-08   1.697489e-08   1.804206e-08   1.833810e-08   1.941175e-08
Mg24  7.718408e-04   9.105335e-04   9.851222e-04   9.328660e-04   1.121411e-03   7.475313e-08   1.612442e-03   8.385932e-08   8.871739e-08   9.374721e-08   1.417870e-03   5.129819e-03   5.514395e-03   2.546109e-03   4.158912e-03   5.373365e-03   9.455174e-03   1.395654e-07   2.842426e-03   4.184836e-03   4.236332e-03   1.624040e-07   6.212070e-03   4.634923e-03   4.492648e-03   1.861886e-07   1.956230e-07   2.059351e-07   2.106855e-07   2.326625e-07   2.207673e-07   2.454835e-07   2.372044e-07   2.481576e-07   2.637587e-07   2.680866e-07   2.837824e-07
Mg25  8.937474e-06   1.089218e-05   1.156650e-05   1.112516e-05   1.226705e-05   9.860587e-09   1.315620e-05   1.106208e-08   1.170303e-08   1.236671e-08   2.137745e-05   6.710089e-05   6.813750e-05   2.287341e-05   4.126628e-05   5.475284e-05   1.193097e-04   1.841104e-08   2.394035e-05   2.778342e-05   3.504014e-05   2.142384e-08   3.378895e-05   3.095386e-05   3.207735e-05   2.456143e-08   2.580598e-08   2.716632e-08   2.779299e-08   3.069213e-08   2.912295e-08   3.238343e-08   3.129128e-08   3.273620e-08   3.479424e-08   3.536517e-08   3.743571e-08
Mg26  1.006743e-05   1.262844e-05   1.332918e-05   1.258115e-05   1.205116e-05   1.128161e-08   1.461933e-05   1.265596e-08   1.338917e-08   1.414835e-08   1.230200e-05   7.382349e-05   7.476778e-05   1.984115e-05   4.030302e-05   5.469692e-05   1.367886e-04   2.106331e-08   1.203541e-05   1.588688e-05   2.583004e-05   2.451014e-08   2.051175e-05   1.767064e-05   2.620024e-05   2.809972e-08   2.952356e-08   3.107987e-08   3.179681e-08   3.511360e-08   3.331836e-08   3.704855e-08   3.579907e-08   3.745214e-08   3.980666e-08   4.045984e-08   4.282865e-08
Al27  2.704372e-05   2.962508e-05   3.092343e-05   2.932448e-05   3.225463e-05   8.495996e-09   5.816213e-05   9.530688e-09   1.008272e-08   1.065419e-08   9.926171e-05   1.480510e-04   1.546679e-04   1.777014e-04   8.945829e-05   1.151082e-04   2.146380e-04   1.586119e-08   1.717611e-04   2.735319e-04   3.060644e-04   1.845673e-08   4.058321e-04   3.283253e-04   3.353910e-04   2.115978e-08   2.223196e-08   2.340390e-08   2.394378e-08   2.644140e-08   2.508954e-08   2.789846e-08   2.695757e-08   2.820237e-08   2.997539e-08   3.046724e-08   3.225102e-08
Si28  1.493534e-03   1.580673e-03   1.861345e-03   1.763509e-03   2.854681e-03   9.929200e-08   1.888269e-03   1.113878e-07   1.178408e-07   1.245221e-07   2.711347e-02   1.140047e-02   1.081336e-02   2.455031e-02   1.142264e-02   1.156998e-02   1.476092e-02   1.853816e-07   3.985181e-02   3.504180e-02   4.529078e-02   2.157176e-07   4.223059e-02   4.683158e-02   4.895392e-02   2.473102e-07   2.598416e-07   2.735389e-07   2.798488e-07   3.090404e-07   2.932402e-07   3.260702e-07   3.150733e-07   3.296222e-07   3.503448e-07   3.560935e-07   3.769418e-07
Si29  1.028920e-05   1.090089e-05   1.171466e-05   1.107375e-05   1.425383e-05   5.221897e-09   1.336166e-05   5.858030e-09   6.197402e-09   6.548780e-09   6.494684e-05   3.115232e-05   3.350440e-05   1.252519e-04   2.573904e-05   3.069358e-05   3.574271e-05   9.749462e-09   1.702145e-04   2.375364e-04   1.605551e-04   1.134488e-08   2.747041e-04   2.404965e-04   1.916437e-04   1.300637e-08   1.366541e-08   1.438577e-08   1.471762e-08   1.625284e-08   1.542189e-08   1.714846e-08   1.657013e-08   1.733527e-08   1.842510e-08   1.872743e-08   1.982387e-08
