# Cinquegrana, Heger & Karakas 2025
M      10.5   10.8   11.0   11.3   11.5   11.8   12.0   12.3   12.5   12.8   13.0   13.3   13.5   13.8   14.0   14.3   14.5   14.8   15.0   15.3   15.5   15.8   16.0   16.3   16.5   16.8   17.0   17.3   17.5   17.8   18.0   18.3   18.5   18.8   19.0   19.3   19.5   19.8   20.0
E      1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0
Mrem   1.578   1.594   1.552   1.636   1.533   1.557   1.617   12.213   12.461   12.709   1.443   1.465   1.492   1.525   1.566   1.593   1.622   1.580   1.488   15.186   1.650   1.569   15.929   1.696   1.649   1.589   16.917   17.165   17.411   17.651   17.901   18.144   18.389   18.643   18.891   19.138   19.383   19.628   19.875
H1    6.428568e+00   6.564236e+00   6.668203e+00   6.832364e+00   6.961809e+00   7.159503e+00   7.267706e+00   2.748104e-02   2.918197e-02   3.078360e-02   7.514653e+00   7.639328e+00   7.767401e+00   7.891789e+00   8.021932e+00   8.151078e+00   8.270229e+00   8.280642e+00   8.258774e+00   4.792802e-02   8.630907e+00   8.586770e+00   5.337837e-02   8.875490e+00   8.907468e+00   8.805099e+00   6.218104e-02   6.401688e-02   6.668912e-02   7.448002e-02   7.463330e-02   7.993663e-02   8.316274e-02   8.037560e-02   8.174285e-02   8.419066e-02   8.818315e-02   9.205804e-02   9.410765e-02
H2    3.441748e-08   3.587023e-08   3.803526e-08   3.896676e-08   4.172019e-08   4.187906e-08   4.314700e-08   2.889230e-08   2.977830e-08   3.061154e-08   4.643733e-08   5.035843e-08   5.191795e-08   4.959854e-08   5.508922e-08   5.221881e-08   5.375474e-08   5.351875e-08   5.412455e-08   3.946757e-08   5.684720e-08   5.926705e-08   4.217024e-08   6.013825e-08   6.160513e-08   6.345477e-08   4.602688e-08   4.697900e-08   4.788992e-08   4.893216e-08   4.990141e-08   5.072203e-08   5.170869e-08   5.271009e-08   5.377518e-08   5.478076e-08   5.579059e-08   5.684900e-08   5.784087e-08
He3   3.138700e-04   3.169579e-04   3.178711e-04   3.220805e-04   3.252042e-04   3.315321e-04   3.332838e-04   2.774330e-06   2.947248e-06   3.114238e-06   3.331216e-04   3.359975e-04   3.391465e-04   3.424315e-04   3.456449e-04   3.492139e-04   3.519971e-04   3.500429e-04   3.471485e-04   4.936162e-06   3.588327e-04   3.552812e-04   5.520247e-06   3.641670e-04   3.634920e-04   3.610009e-04   6.448404e-06   6.640916e-06   6.917994e-06   7.728666e-06   7.748789e-06   8.302727e-06   8.639303e-06   8.348063e-06   8.489524e-06   8.744275e-06   9.160736e-06   9.564852e-06   9.777770e-06
He4   2.436223e+00   2.525999e+00   2.660758e+00   2.711802e+00   2.846940e+00   2.976538e+00   3.008507e+00   9.025357e-03   9.584276e-03   1.011180e-02   3.777259e+00   3.869406e+00   3.957223e+00   4.050317e+00   4.124120e+00   4.218151e+00   4.312098e+00   4.486560e+00   4.681867e+00   1.573698e-02   4.784290e+00   4.976685e+00   1.752612e-02   5.122086e+00   5.275729e+00   5.409108e+00   2.041610e-02   2.101883e-02   2.189623e-02   2.445445e-02   2.450457e-02   2.624582e-02   2.730509e-02   2.638991e-02   2.683882e-02   2.764251e-02   2.895338e-02   3.022563e-02   3.089858e-02
Li6   4.888396e-13   5.062779e-13   5.835472e-13   5.882517e-13   5.964951e-13   8.036436e-13   7.823252e-13   3.394153e-13   3.523129e-13   3.632616e-13   7.224182e-13   6.145418e-13   6.295524e-13   7.753568e-13   6.406122e-13   9.870797e-13   9.798706e-13   7.083918e-13   6.462609e-13   4.397292e-13   7.809627e-13   6.730307e-13   4.577035e-13   8.325462e-13   7.608380e-13   7.594341e-13   4.790608e-13   4.842173e-13   4.886652e-13   4.937530e-13   5.003944e-13   5.049850e-13   5.099125e-13   5.152911e-13   5.195483e-13   5.246126e-13   5.298640e-13   5.348534e-13   5.414907e-13
Li7   1.836100e-08   2.100587e-08   3.218303e-08   2.944443e-08   4.245360e-08   3.419360e-08   3.545821e-08   1.039123e-10   1.104448e-10   1.165710e-10   8.893743e-08   7.677749e-08   7.837980e-08   7.459468e-08   8.171513e-08   6.517626e-08   6.149323e-08   7.921284e-08   8.904156e-08   1.810952e-10   8.328550e-08   1.000940e-07   1.997284e-10   8.553264e-08   9.430008e-08   1.110579e-07   2.256129e-10   2.307605e-10   2.371456e-10   2.502297e-10   2.527367e-10   2.605863e-10   2.654266e-10   2.652416e-10   2.683778e-10   2.726524e-10   2.777630e-10   2.824744e-10   2.864718e-10
Be9   7.091489e-13   7.435635e-13   9.403542e-13   9.030847e-13   1.014935e-12   1.302682e-12   1.163095e-12   8.659197e-14   9.209615e-14   9.729595e-14   1.213109e-12   9.714589e-13   9.914635e-13   1.565286e-12   9.809022e-13   2.346964e-12   2.496697e-12   1.485299e-12   1.051050e-12   1.563909e-13   1.192927e-12   9.728364e-13   1.758931e-13   1.364246e-12   1.070083e-12   1.287748e-12   2.067011e-13   2.132279e-13   2.220624e-13   2.463852e-13   2.483443e-13   2.655413e-13   2.762791e-13   2.694173e-13   2.744976e-13   2.827457e-13   2.955387e-13   3.082429e-13   3.154138e-13
