1.00	0.07	0.601	g	    1	3.90E-08
1.00	0.07	0.601	n	    1	0.00E+00
1.00	0.07	0.601	p	    1	-6.24E-03
1.00	0.07	0.601	d	    2	9.65E-19
1.00	0.07	0.601	he3	    3	9.97E-05
1.00	0.07	0.601	he4	    4	5.99E-03
1.00	0.07	0.601	li7	    7	-8.60E-09
1.00	0.07	0.601	be7	    7	7.26E-17
1.00	0.07	0.601	b8	    8	4.97E-31
1.00	0.07	0.601	c12	    12	-9.80E-04
1.00	0.07	0.601	c13	    13	1.13E-04
1.00	0.07	0.601	c14	    14	3.66E-30
1.00	0.07	0.601	n13	    13	0.00E+00
1.00	0.07	0.601	n14	    14	1.03E-03
1.00	0.07	0.601	n15	    15	-1.17E-06
1.00	0.07	0.601	o14	    14	0.00E+00
1.00	0.07	0.601	o15	    15	0.00E+00
1.00	0.07	0.601	o16	    16	-3.66E-07
1.00	0.07	0.601	o17	    17	3.83E-07
1.00	0.07	0.601	o18	    18	-3.05E-06
1.00	0.07	0.601	o19	    19	0.00E+00
1.00	0.07	0.601	f17	    17	0.00E+00
1.00	0.07	0.601	f18	    18	0.00E+00
1.00	0.07	0.601	f19	    19	2.74E-09
1.00	0.07	0.601	f20	    20	0.00E+00
1.00	0.07	0.601	ne19	19	0.00E+00
1.00	0.07	0.601	ne20	20	8.76E-10
1.00	0.07	0.601	ne21	21	2.89E-11
1.00	0.07	0.601	ne22	22	-7.38E-08
1.00	0.07	0.601	ne23	23	0.00E+00
1.00	0.07	0.601	na21	21	0.00E+00
1.00	0.07	0.601	na22	22	1.75E-41
1.00	0.07	0.601	na23	23	7.73E-08
1.00	0.07	0.601	na24	24	0.00E+00
1.00	0.07	0.601	mg23	23	0.00E+00
1.00	0.07	0.601	mg24	24	5.73E-10
1.00	0.07	0.601	mg25	25	-1.05E-10
1.00	0.07	0.601	mg26	26	1.20E-10
1.00	0.07	0.601	mg27	27	0.00E+00
1.00	0.07	0.601	al25	25	0.00E+00
1.00	0.07	0.601	al-6	26	1.21E-10
1.00	0.07	0.601	al*6	26	0.00E+00
1.00	0.07	0.601	al27	27	6.08E-11
1.00	0.07	0.601	al28	28	0.00E+00
1.00	0.07	0.601	si27	27	0.00E+00
1.00	0.07	0.601	si28	28	4.46E-10
1.00	0.07	0.601	si29	29	2.66E-11
1.00	0.07	0.601	si30	30	2.27E-11
1.00	0.07	0.601	si31	31	0.00E+00
1.00	0.07	0.601	si32	32	0.00E+00
1.00	0.07	0.601	si33	33	0.00E+00
1.00	0.07	0.601	p29	    29	0.00E+00
1.00	0.07	0.601	p30	    30	0.00E+00
1.00	0.07	0.601	p31	    31	6.17E-12
1.00	0.07	0.601	p32	    32	0.00E+00
1.00	0.07	0.601	p33	    33	0.00E+00
1.00	0.07	0.601	p34	    34	0.00E+00
1.00	0.07	0.601	s32	    32	2.42E-10
1.00	0.07	0.601	s33	    33	2.23E-12
1.00	0.07	0.601	s34	    34	1.22E-11
1.00	0.07	0.601	s35	    35	2.04E-20
1.00	0.07	0.601	fe54	54	5.81E-11
1.00	0.07	0.601	fe55	55	1.10E-17
1.00	0.07	0.601	fe56	56	8.92E-10
1.00	0.07	0.601	fe57	57	2.72E-11
1.00	0.07	0.601	fe58	58	3.23E-12
1.00	0.07	0.601	fe59	59	0.00E+00
1.00	0.07	0.601	fe60	60	0.00E+00
1.00	0.07	0.601	fe61	61	0.00E+00
1.00	0.07	0.601	co59	59	2.59E-12
1.00	0.07	0.601	co60	60	0.00E+00
1.00	0.07	0.601	co61	61	0.00E+00
1.00	0.07	0.601	ni58	58	4.39E-11
1.00	0.07	0.601	ni59	59	2.19E-23
1.00	0.07	0.601	ni60	60	1.43E-11
1.00	0.07	0.601	ni61	61	2.38E-06
1.00	0.07	0.601	ni62	62	-2.42E-06
1.50	0.07	0.627	g	    1	1.21E-07
1.50	0.07	0.627	n	    1	-1.79E-41
1.50	0.07	0.627	p	    1	-7.68E-03
1.50	0.07	0.627	d	    2	3.12E-18
1.50	0.07	0.627	he3	    3	1.80E-04
1.50	0.07	0.627	he4	    4	6.95E-03
1.50	0.07	0.627	li7	    7	-2.68E-08
1.50	0.07	0.627	be7	    7	2.89E-17
1.50	0.07	0.627	b8	    8	4.90E-31
1.50	0.07	0.627	c12	    12	-3.41E-03
1.50	0.07	0.627	c13	    13	2.58E-04
1.50	0.07	0.627	c14	    14	5.30E-29
1.50	0.07	0.627	n13	    13	0.00E+00
1.50	0.07	0.627	n14	    14	3.71E-03
1.50	0.07	0.627	n15	    15	-3.59E-06
1.50	0.07	0.627	o14	    14	0.00E+00
1.50	0.07	0.627	o15	    15	0.00E+00
1.50	0.07	0.627	o16	    16	-1.94E-05
1.50	0.07	0.627	o17	    17	2.07E-05
1.50	0.07	0.627	o18	    18	-1.32E-05
1.50	0.07	0.627	o19	    19	0.00E+00
1.50	0.07	0.627	f17	    17	0.00E+00
1.50	0.07	0.627	f18	    18	0.00E+00
1.50	0.07	0.627	f19	    19	4.05E-09
1.50	0.07	0.627	f20	    20	0.00E+00
1.50	0.07	0.627	ne19	19	0.00E+00
1.50	0.07	0.627	ne20	20	-1.57E-09
1.50	0.07	0.627	ne21	21	1.87E-09
1.50	0.07	0.627	ne22	22	-9.13E-06
1.50	0.07	0.627	ne23	23	0.00E+00
1.50	0.07	0.627	na21	21	0.00E+00
1.50	0.07	0.627	na22	22	5.20E-36
1.50	0.07	0.627	na23	23	9.54E-06
1.50	0.07	0.627	na24	24	0.00E+00
1.50	0.07	0.627	mg23	23	0.00E+00
1.50	0.07	0.627	mg24	24	7.81E-18
1.50	0.07	0.627	mg25	25	-5.91E-10
1.50	0.07	0.627	mg26	26	3.87E-10
1.50	0.07	0.627	mg27	27	0.00E+00
1.50	0.07	0.627	al25	25	0.00E+00
1.50	0.07	0.627	al-6	26	2.01E-10
1.50	0.07	0.627	al*6	26	0.00E+00
1.50	0.07	0.627	al27	27	4.52E-11
1.50	0.07	0.627	al28	28	0.00E+00
1.50	0.07	0.627	si27	27	0.00E+00
1.50	0.07	0.627	si28	28	1.65E-17
1.50	0.07	0.627	si29	29	-2.98E-19
1.50	0.07	0.627	si30	30	3.79E-19
1.50	0.07	0.627	si31	31	0.00E+00
1.50	0.07	0.627	si32	32	0.00E+00
1.50	0.07	0.627	si33	33	0.00E+00
1.50	0.07	0.627	p29	    29	0.00E+00
1.50	0.07	0.627	p30	    30	0.00E+00
1.50	0.07	0.627	p31	    31	8.13E-20
1.50	0.07	0.627	p32	    32	0.00E+00
1.50	0.07	0.627	p33	    33	0.00E+00
1.50	0.07	0.627	p34	    34	0.00E+00
1.50	0.07	0.627	s32	    32	-6.29E-18
1.50	0.07	0.627	s33	    33	2.20E-20
1.50	0.07	0.627	s34	    34	-5.42E-20
1.50	0.07	0.627	s35	    35	1.99E-20
1.50	0.07	0.627	fe54	54	-1.63E-19
1.50	0.07	0.627	fe55	55	1.26E-17
1.50	0.07	0.627	fe56	56	1.91E-17
1.50	0.07	0.627	fe57	57	4.07E-19
1.50	0.07	0.627	fe58	58	9.49E-20
1.50	0.07	0.627	fe59	59	0.00E+00
1.50	0.07	0.627	fe60	60	0.00E+00
1.50	0.07	0.627	fe61	61	0.00E+00
1.50	0.07	0.627	co59	59	5.42E-20
1.50	0.07	0.627	co60	60	1.18E-40
1.50	0.07	0.627	co61	61	0.00E+00
1.50	0.07	0.627	ni58	58	8.13E-19
1.50	0.07	0.627	ni59	59	2.52E-24
1.50	0.07	0.627	ni60	60	-9.49E-20
1.50	0.07	0.627	ni61	61	7.39E-06
1.50	0.07	0.627	ni62	62	-7.51E-06
2.00	0.07	0.756	g	    1	2.05E-07
2.00	0.07	0.756	n	    1	0.00E+00
2.00	0.07	0.756	p	    1	-6.11E-03
2.00	0.07	0.756	d	    2	5.30E-18
2.00	0.07	0.756	he3	    3	1.68E-04
2.00	0.07	0.756	he4	    4	5.04E-03
2.00	0.07	0.756	li7	    7	-4.52E-08
2.00	0.07	0.756	be7	    7	8.00E-15
2.00	0.07	0.756	b8	    8	5.80E-28
2.00	0.07	0.756	c12	    12	-5.61E-03
2.00	0.07	0.756	c13	    13	3.81E-04
2.00	0.07	0.756	c14	    14	1.91E-27
2.00	0.07	0.756	n13	    13	0.00E+00
2.00	0.07	0.756	n14	    14	6.16E-03
2.00	0.07	0.756	n15	    15	-5.80E-06
2.00	0.07	0.756	o14	    14	0.00E+00
2.00	0.07	0.756	o15	    15	0.00E+00
2.00	0.07	0.756	o16	    16	-6.30E-05
2.00	0.07	0.756	o17	    17	6.48E-05
2.00	0.07	0.756	o18	    18	-2.25E-05
2.00	0.07	0.756	o19	    19	0.00E+00
2.00	0.07	0.756	f17	    17	0.00E+00
2.00	0.07	0.756	f18	    18	0.00E+00
2.00	0.07	0.756	f19	    19	-8.82E-09
2.00	0.07	0.756	f20	    20	0.00E+00
2.00	0.07	0.756	ne19	19	0.00E+00
2.00	0.07	0.756	ne20	20	-8.59E-09
2.00	0.07	0.756	ne21	21	8.08E-09
2.00	0.07	0.756	ne22	22	-2.77E-05
2.00	0.07	0.756	ne23	23	0.00E+00
2.00	0.07	0.756	na21	21	0.00E+00
2.00	0.07	0.756	na22	22	5.26E-30
2.00	0.07	0.756	na23	23	2.90E-05
2.00	0.07	0.756	na24	24	0.00E+00
