1.0 0.004 0.61 g 1 1.683456e-09
1.0 0.004 0.61 n 1 0.0
1.0 0.004 0.61 p 1 -0.0081304908
1.0 0.004 0.61 d 2 1.3314923999999998e-18
1.0 0.004 0.61 he3 3 0.00012238204
1.0 0.004 0.61 he4 4 0.0080021918
1.0 0.004 0.61 li7 7 -2.3405167e-10
1.0 0.004 0.61 be7 7 2.0494656e-11
1.0 0.004 0.61 b8 8 7.167577100000001e-27
1.0 0.004 0.61 c12 12 -4.3021078e-05
1.0 0.004 0.61 c13 13 4.3885129e-06
1.0 0.004 0.61 c14 14 7.396648300000001e-26
1.0 0.004 0.61 n13 13 0.0
1.0 0.004 0.61 n14 14 4.9714421e-05
1.0 0.004 0.61 n15 15 -1.0930185e-07
1.0 0.004 0.61 o14 14 0.0
1.0 0.004 0.61 o15 15 0.0
1.0 0.004 0.61 o16 16 -4.8903748e-06
1.0 0.004 0.61 o17 17 3.4176622e-07
1.0 0.004 0.61 o18 18 -1.5000546e-07
1.0 0.004 0.61 o19 19 0.0
1.0 0.004 0.61 f17 17 0.0
1.0 0.004 0.61 f18 18 0.0
1.0 0.004 0.61 f19 19 -2.8679992e-10
1.0 0.004 0.61 f20 20 0.0
1.0 0.004 0.61 ne19 19 0.0
1.0 0.004 0.61 ne20 20 -1.124863e-08
1.0 0.004 0.61 ne21 21 1.0863062e-08
1.0 0.004 0.61 ne22 22 -1.7012917e-07
1.0 0.004 0.61 ne23 23 0.0
1.0 0.004 0.61 na21 21 0.0
1.0 0.004 0.61 na22 22 7.5717527e-31
1.0 0.004 0.61 na23 23 1.8341416e-07
1.0 0.004 0.61 na24 24 0.0
1.0 0.004 0.61 mg23 23 0.0
1.0 0.004 0.61 mg24 24 1.4697434e-09
1.0 0.004 0.61 mg25 25 -1.7083948e-08
1.0 0.004 0.61 mg26 26 1.3663794e-08
1.0 0.004 0.61 mg27 27 0.0
1.0 0.004 0.61 al25 25 0.0
1.0 0.004 0.61 al-6 26 3.0869685e-09
1.0 0.004 0.61 al*6 26 0.0
1.0 0.004 0.61 al27 27 1.8976607e-09
1.0 0.004 0.61 al28 28 0.0
1.0 0.004 0.61 si27 27 0.0
1.0 0.004 0.61 si28 28 1.4952093e-09
1.0 0.004 0.61 si29 29 7.6397555e-11
1.0 0.004 0.61 si30 30 5.3091753e-11
1.0 0.004 0.61 si31 31 0.0
1.0 0.004 0.61 si32 32 0.0
1.0 0.004 0.61 si33 33 0.0
1.0 0.004 0.61 p29 29 0.0
