# Cinquegrana, Heger & Karakas 2025
M      10.5   10.8   11.0   11.3   11.5   11.8   12.0   12.3   12.5   12.8   13.0   13.3   13.5   13.8   14.0   14.3   14.5   14.8   15.0   15.3   15.5   15.8   16.0   16.3   16.5   16.8   17.0   17.3   17.5   17.8   18.0   18.3   18.5   18.8   19.0   19.3   19.5   19.8   20.0
E      1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0
Mrem   1.578   1.534   1.552   1.574   1.649   11.662   1.604   1.642   1.680   12.636   12.878   1.457   1.484   1.520   1.553   1.581   1.598   1.645   14.826   15.071   1.466   1.603   1.651   16.045   16.290   1.645   1.634   1.574   17.254   17.489   17.735   17.967   18.220   18.448   18.685   18.871   19.188   19.371   19.596
H1    6.421016e+00   6.525534e+00   6.646730e+00   6.792066e+00   6.955818e+00   6.596943e-02   7.246226e+00   7.386384e+00   7.494751e+00   8.541187e-02   9.166555e-02   7.615800e+00   7.748461e+00   7.890433e+00   7.990185e+00   8.114981e+00   8.224740e+00   8.409973e+00   1.300778e-01   1.339826e-01   8.359462e+00   8.628755e+00   8.761379e+00   1.535411e-01   1.576278e-01   8.958046e+00   8.976875e+00   8.999225e+00   1.842994e-01   1.953202e-01   1.988645e-01   2.122336e-01   2.098130e-01   2.259408e-01   2.362455e-01   2.835324e-01   2.339626e-01   2.838351e-01   3.026312e-01
H2    4.771865e-08   4.999270e-08   5.224103e-08   5.418238e-08   5.586850e-08   4.075130e-08   5.967225e-08   6.277529e-08   6.352174e-08   4.595797e-08   4.730385e-08   6.832626e-08   7.103199e-08   7.035253e-08   7.115850e-08   7.305123e-08   7.489457e-08   7.761189e-08   5.829483e-08   5.980899e-08   7.842677e-08   8.264789e-08   8.340346e-08   6.560896e-08   6.714512e-08   8.849512e-08   8.949593e-08   9.424705e-08   7.308466e-08   7.465389e-08   7.615799e-08   7.764595e-08   7.919976e-08   8.073480e-08   8.245791e-08   8.405819e-08   8.569400e-08   8.698483e-08   8.872036e-08
He3   3.569605e-04   3.587443e-04   3.617324e-04   3.661047e-04   3.716954e-04   6.609238e-06   3.810041e-04   3.856027e-04   3.886034e-04   8.585094e-06   9.214376e-06   3.860075e-04   3.904889e-04   3.950664e-04   3.978689e-04   4.019304e-04   4.053022e-04   4.124205e-04   1.320972e-05   1.363026e-05   4.038560e-04   4.147155e-04   4.193659e-04   1.569323e-05   1.613000e-05   4.237891e-04   4.243341e-04   4.229686e-04   1.893743e-05   2.004881e-05   2.048307e-05   2.188340e-05   2.164174e-05   2.331652e-05   2.435289e-05   2.904160e-05   2.419290e-05   2.924912e-05   3.115726e-05
He4   2.453626e+00   2.573612e+00   2.655448e+00   2.740876e+00   2.811057e+00   2.194691e-02   3.006718e+00   3.090864e+00   3.170231e+00   2.844012e-02   3.052494e-02   3.871220e+00   3.958846e+00   4.036027e+00   4.139954e+00   4.228606e+00   4.329911e+00   4.386285e+00   4.333725e-02   4.464375e-02   4.899374e+00   4.934337e+00   5.010673e+00   5.117921e-02   5.255653e-02   5.367710e+00   5.484680e+00   5.595902e+00   6.139006e-02   6.510687e-02   6.620789e-02   7.064413e-02   6.983196e-02   7.519918e-02   7.871243e-02   9.449001e-02   7.785481e-02   9.451633e-02   1.008197e-01
Li6   2.466869e-12   2.516070e-12   2.576369e-12   2.668044e-12   2.758003e-12   2.099355e-12   2.970204e-12   2.895426e-12   3.058614e-12   2.250478e-12   2.286116e-12   2.848582e-12   2.891745e-12   3.012221e-12   3.168494e-12   3.248415e-12   3.325511e-12   3.646807e-12   2.581807e-12   2.617960e-12   3.160529e-12   3.309217e-12   3.396443e-12   2.753015e-12   2.788662e-12   3.433551e-12   3.472095e-12   3.493536e-12   2.935881e-12   2.967580e-12   2.998703e-12   3.031667e-12   3.066267e-12   3.085346e-12   3.133579e-12   3.170439e-12   3.217574e-12   3.236612e-12   3.278320e-12
Li7   2.383232e-08   3.452391e-08   4.348381e-08   4.299722e-08   4.274096e-08   2.529427e-10   5.087253e-08   5.742664e-08   5.386939e-08   2.953663e-10   3.045790e-10   9.819716e-08   9.744603e-08   9.355121e-08   9.616216e-08   8.906483e-08   9.298584e-08   8.042230e-08   3.539489e-10   3.595979e-10   1.183574e-07   1.163170e-07   1.066696e-07   3.782141e-10   3.826748e-10   1.222115e-07   1.294836e-07   1.510074e-07   4.018515e-10   4.062477e-10   4.101084e-10   4.144815e-10   4.188482e-10   4.216777e-10   4.278345e-10   4.324063e-10   4.384965e-10   4.407494e-10   4.460218e-10
Be9   2.546761e-12   2.682286e-12   2.778346e-12   2.866401e-12   2.929382e-12   9.086716e-13   3.186399e-12   3.077464e-12   3.230800e-12   1.177144e-12   1.259329e-12   3.009482e-12   3.039795e-12   3.214423e-12   4.104703e-12   4.345963e-12   4.640382e-12   5.495672e-12   1.779037e-12   1.834674e-12   3.592439e-12   3.447567e-12   3.621305e-12   2.088074e-12   2.141267e-12   3.587996e-12   3.760045e-12   3.722292e-12   2.393522e-12   2.488227e-12   2.530499e-12   2.609170e-12   2.613282e-12   2.687473e-12   2.727323e-12   2.807955e-12   2.788822e-12   2.865094e-12   2.900361e-12
