# Cinquegrana, Heger & Karakas 2025
M      10.5   10.8   11.0   11.3   11.5   12.0   12.3   12.5   12.8   13.0   13.3   13.5   13.8   14.0   14.3   14.5   14.8   15.0   15.3   15.5   15.8   16.0   16.5
E      1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0
Mrem   1.306   1.315   1.397   1.506   1.387   1.411   1.423   1.514   1.585   1.590   1.681   1.426   1.473   1.493   1.513   1.540   1.550   1.544   1.458   1.455   1.540   1.560   1.568
Ca43  4.319588e-06   4.407482e-06   4.533759e-06   4.669096e-06   4.824226e-06   5.093861e-06   5.198148e-06   5.273521e-06   5.384433e-06   5.441899e-06   5.549655e-06   6.367647e-06   3.279534e-05   7.143660e-06   7.029484e-06   7.268269e-06   7.414586e-06   7.740590e-06   8.608966e-06   8.732507e-06   3.629645e-05   9.444047e-06   9.972309e-06
Ca44  6.756928e-05   6.885725e-05   7.078908e-05   7.192354e-05   7.386242e-05   7.753149e-05   7.929105e-05   8.136185e-05   8.220589e-05   8.381044e-05   8.534605e-05   8.942666e-05   1.245197e-04   9.549227e-05   9.681088e-05   9.918499e-05   1.009814e-04   1.035498e-04   1.078156e-04   1.067027e-04   1.539556e-04   1.138411e-04   1.189167e-04
Ca46  1.746433e-07   2.102259e-07   2.462610e-07   2.815274e-07   3.688033e-07   4.298452e-07   4.590247e-07   4.260126e-07   4.000555e-07   4.055570e-07   4.084636e-07   1.167678e-06   2.987723e-06   1.852168e-06   1.735904e-06   2.226412e-06   2.402463e-06   2.531754e-06   2.884916e-06   3.064405e-06   9.482222e-06   3.189230e-06   4.592837e-06
Ca48  6.550998e-06   6.722025e-06   6.841868e-06   6.939279e-06   7.216211e-06   7.541409e-06   7.710313e-06   7.822713e-06   7.961573e-06   8.076470e-06   8.228776e-06   8.596582e-06   8.662300e-06   8.924494e-06   9.086812e-06   9.276164e-06   9.449226e-06   9.599878e-06   9.788167e-06   9.963237e-06   9.546344e-06   1.029263e-05   1.060084e-05
Sc45  2.007013e-06   2.081884e-06   2.143465e-06   2.214214e-06   2.359826e-06   2.536954e-06   2.600712e-06   2.575392e-06   2.604702e-06   2.641557e-06   2.687562e-06   3.830601e-06   1.475214e-05   4.602225e-06   4.390947e-06   4.845084e-06   5.015092e-06   5.316501e-06   6.241094e-06   6.546730e-06   2.425771e-05   6.757194e-06   8.115257e-06
Ti46  1.416298e-05   1.845217e-05   1.308397e-05   1.307712e-05   1.840283e-05   1.753026e-05   1.853970e-05   1.503031e-05   1.486025e-05   1.531167e-05   1.567383e-05   4.561123e-05   2.867647e-05   2.558826e-05   2.359498e-05   2.356250e-05   2.354112e-05   2.175019e-05   3.471866e-05   5.702824e-05   2.909549e-05   2.792979e-05   2.712101e-05
Ti47  1.112132e-05   1.135515e-05   1.161652e-05   1.186458e-05   1.238411e-05   1.282925e-05   1.312841e-05   1.333029e-05   1.355180e-05   1.373377e-05   1.400170e-05   1.527145e-05   2.370316e-05   1.605205e-05   1.614305e-05   1.666621e-05   1.700020e-05   1.724604e-05   1.799146e-05   1.835142e-05   2.875989e-05   1.913013e-05   1.974308e-05
Ti48  1.130737e-04   1.136809e-04   1.185246e-04   1.201200e-04   1.218307e-04   1.272729e-04   1.301550e-04   1.366473e-04   1.369353e-04   1.402259e-04   1.425912e-04   1.438717e-04   1.559523e-04   1.586525e-04   1.610559e-04   1.654418e-04   1.681425e-04   1.728806e-04   1.759147e-04   1.643919e-04   1.751855e-04   1.877871e-04   1.920995e-04
Ti49  8.559315e-06   8.657344e-06   9.018553e-06   9.295761e-06   9.492069e-06   9.936173e-06   1.013199e-05   1.046686e-05   1.046244e-05   1.066789e-05   1.080776e-05   1.192768e-05   1.721002e-05   1.295824e-05   1.291766e-05   1.339405e-05   1.369182e-05   1.441101e-05   1.566792e-05   1.560098e-05   2.342760e-05   1.684038e-05   1.766163e-05
Ti50  8.237466e-06   8.511710e-06   8.768881e-06   9.048800e-06   9.377979e-06   1.006333e-05   1.029180e-05   1.033503e-05   1.039379e-05   1.058063e-05   1.075043e-05   1.283387e-05   1.589766e-05   1.367699e-05   1.353788e-05   1.427169e-05   1.470572e-05   1.569721e-05   1.820312e-05   1.910101e-05   2.858212e-05   2.003541e-05   2.217986e-05
