# Cinquegrana, Heger & Karakas 2025
M      10.5   10.8   11.0   11.3   11.5   11.8   12.0   12.3   12.5   12.8   13.0   13.3   13.5   13.8   14.0   14.3   14.5   14.8   15.0   15.3   15.5   15.8   16.0   16.3   16.5   16.8   17.0   17.3   17.5   17.8   18.0   18.3   18.5   18.8   19.0   19.3   19.5   19.8
E      1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0
Mrem   1.562   1.563   1.523   1.541   11.181   1.575   1.654   1.615   1.633   1.686   1.689   1.626   1.631   1.656   13.271   1.416   1.427   1.451   1.472   1.518   1.560   1.593   15.055   15.259   15.494   15.711   1.544   1.506   16.379   1.704   1.680   1.633   1.589   17.441   17.218   17.593   17.632   18.136
Na23  2.424935e-04   2.567382e-04   2.742745e-04   2.857028e-04   4.411946e-06   3.062967e-04   3.187939e-04   3.297676e-04   3.428256e-04   3.549792e-04   3.834535e-04   5.320267e-04   4.961398e-04   5.400122e-04   1.026124e-05   1.467352e-03   1.490547e-03   1.525278e-03   1.356469e-03   6.207731e-04   6.377483e-04   6.703238e-04   1.353686e-05   1.419715e-05   1.454968e-05   1.515638e-05   2.373419e-03   9.618095e-04   1.649892e-05   9.121165e-04   9.123916e-04   9.673028e-04   1.558671e-03   1.972591e-05   2.724405e-05   2.500347e-05   2.837827e-05   2.463561e-05
Mg24  2.033425e-03   2.218897e-03   2.644596e-03   2.853169e-03   6.147771e-05   3.024157e-03   3.040505e-03   3.310181e-03   3.196218e-03   3.235963e-03   3.393066e-03   3.966465e-03   4.980852e-03   4.501074e-03   1.404939e-04   1.106782e-02   1.149074e-02   1.102239e-02   8.039691e-03   7.485778e-03   9.049563e-03   8.876688e-03   1.819844e-04   1.908171e-04   1.938279e-04   2.001062e-04   2.749903e-02   1.895016e-02   2.158696e-04   1.102712e-02   1.520204e-02   2.618107e-02   5.506519e-02   2.522330e-04   3.432430e-04   3.192322e-04   3.598384e-04   3.109805e-04
Mg25  2.467862e-04   2.657309e-04   2.852164e-04   3.040672e-04   8.074051e-06   3.238116e-04   3.309942e-04   3.485421e-04   3.509873e-04   3.603985e-04   3.782086e-04   4.161759e-04   4.561357e-04   4.534538e-04   1.840955e-05   1.220163e-03   1.264087e-03   1.292878e-03   1.042894e-03   5.480343e-04   6.446467e-04   7.008761e-04   2.376928e-05   2.492370e-05   2.528531e-05   2.606923e-05   2.637500e-03   8.957989e-04   2.808977e-05   1.147160e-03   1.142603e-03   1.001480e-03   3.950059e-03   3.272708e-05   4.446693e-05   4.142408e-05   4.665578e-05   4.028861e-05
Mg26  3.107389e-04   3.307381e-04   3.500859e-04   3.677387e-04   9.313984e-06   3.921755e-04   4.018959e-04   4.293973e-04   4.262077e-04   4.366691e-04   4.568299e-04   5.206578e-04   5.831498e-04   5.780893e-04   2.132210e-05   1.244633e-03   1.286435e-03   1.317301e-03   1.090242e-03   7.106689e-04   8.154175e-04   8.858694e-04   2.768457e-05   2.902651e-05   2.951222e-05   3.049905e-05   2.890983e-03   1.172110e-03   3.292571e-05   1.339530e-03   1.380755e-03   1.355778e-03   4.444884e-03   3.854159e-05   5.249947e-05   4.876787e-05   5.499826e-05   4.755759e-05
Al27  2.191160e-04   2.326590e-04   2.584838e-04   2.691395e-04   6.988412e-06   2.852686e-04   2.904278e-04   3.118635e-04   3.028588e-04   3.098780e-04   3.249121e-04   3.758036e-04   4.373788e-04   4.106812e-04   1.597718e-05   8.636300e-04   9.004614e-04   8.710182e-04   7.316276e-04   9.194001e-04   1.136685e-03   1.135862e-03   2.071019e-05   2.171630e-05   2.206424e-05   2.278465e-05   2.034230e-03   2.138524e-03   2.458988e-05   1.440587e-03   1.978889e-03   2.799478e-03   3.905025e-03   2.876084e-05   3.915671e-05   3.640694e-05   4.104947e-05   3.548376e-05
Si28  3.000927e-03   3.468511e-03   4.458285e-03   4.838145e-03   8.165942e-05   5.253710e-03   5.134763e-03   5.035822e-03   5.608873e-03   5.645485e-03   5.503825e-03   4.706406e-03   4.867449e-03   5.058733e-03   1.866145e-04   1.921164e-02   2.156110e-02   2.161448e-02   3.897494e-02   5.296602e-02   4.763206e-02   4.958117e-02   2.417247e-04   2.534568e-04   2.574557e-04   2.657948e-04   2.374998e-02   7.462258e-02   2.867320e-04   7.133880e-02   7.869211e-02   7.806071e-02   3.223528e-02   3.350298e-04   4.559077e-04   4.240188e-04   4.779522e-04   4.130597e-04
Si29  1.297733e-04   1.372090e-04   1.500316e-04   1.561674e-04   4.294577e-06   1.656181e-04   1.668864e-04   1.725327e-04   1.752518e-04   1.795040e-04   1.821761e-04   1.828111e-04   2.053025e-04   1.973931e-04   9.814303e-06   2.735861e-04   2.913553e-04   2.836050e-04   3.086737e-04   7.704494e-04   9.478708e-04   9.824198e-04   1.271262e-05   1.332962e-05   1.353993e-05   1.397849e-05   5.758063e-04   1.196491e-03   1.507961e-05   1.324654e-03   1.656272e-03   1.717385e-03   1.306203e-03   1.761964e-05   2.397676e-05   2.229969e-05   2.513611e-05   2.172333e-05
Si30  9.726639e-05   1.064283e-04   1.239754e-04   1.301172e-04   2.928425e-06   1.392267e-04   1.394520e-04   1.406230e-04   1.454141e-04   1.497109e-04   1.510671e-04   1.435034e-04   1.565621e-04   1.544385e-04   6.692234e-06   1.967815e-04   2.175389e-04   1.924946e-04   2.130414e-04   7.430185e-04   1.007570e-03   1.012137e-03   8.668502e-06   9.089227e-06   9.232612e-06   9.531641e-06   5.089918e-04   1.568867e-03   1.028244e-05   1.417204e-03   1.931761e-03   2.078592e-03   9.787650e-04   1.201436e-05   1.634906e-05   1.520556e-05   1.713960e-05   1.481251e-05
P31   2.770045e-05   3.053627e-05   3.619276e-05   3.827014e-05   8.096163e-07   4.074372e-05   4.058611e-05   4.077821e-05   4.331068e-05   4.429716e-05   4.436251e-05   4.184076e-05   4.395148e-05   4.460837e-05   1.850231e-06   1.015622e-04   1.089837e-04   1.084435e-04   2.862870e-04   6.169876e-04   6.856947e-04   7.133955e-04   2.396687e-06   2.513011e-06   2.552681e-06   2.635384e-06   1.680901e-04   1.108741e-03   2.843008e-06   1.058307e-03   1.245264e-03   1.237683e-03   2.743307e-04   3.321967e-06   4.520579e-06   4.204336e-06   4.739144e-06   4.095721e-06
S32   1.461970e-03   1.687826e-03   2.132412e-03   2.294770e-03   4.204964e-05   2.461462e-03   2.414658e-03   2.358554e-03   2.635427e-03   2.615448e-03   2.558629e-03   2.192857e-03   2.216925e-03   2.359922e-03   9.609512e-05   1.213770e-02   1.338666e-02   1.349292e-02   2.777682e-02   3.435383e-02   2.535977e-02   2.412912e-02   1.244735e-04   1.305148e-04   1.325740e-04   1.368681e-04   1.122467e-02   5.134167e-02   1.476495e-04   3.273078e-02   3.552033e-02   4.178071e-02   1.319641e-02   1.725199e-04   2.347646e-04   2.183438e-04   2.461161e-04   2.127005e-04
S33   1.085177e-05   1.166841e-05   1.358332e-05   1.428363e-05   3.416032e-07   1.501318e-05   1.503054e-05   1.509830e-05   1.611618e-05   1.642342e-05   1.641345e-05   1.557349e-05   1.579058e-05   1.628305e-05   7.806585e-07   4.658682e-05   4.837498e-05   5.193526e-05   1.345783e-04   3.880230e-04   2.915320e-04   2.762116e-04   1.011199e-06   1.060278e-06   1.077007e-06   1.111891e-06   4.910631e-05   5.557262e-04   1.199478e-06   3.808597e-04   4.136969e-04   4.793273e-04   5.472091e-05   1.401521e-06   1.907186e-06   1.773786e-06   1.999405e-06   1.727942e-06
